Headlines,Dates,Descriptions
"PV+EV: We’re getting 72 miles per day of sunlight, or 72 MPS!","Dr. Rob Wilder, CEO of WilderShares LLC, June 30, 2009","Dr. Rob Wilder is Manager of Encinitas, Calif.-based WilderHill Clean Energy Index (ECO), the first Index on Wall Street for renewable energy, better energy efficiency and zero-carbon solutions. He was previously on faculty at U.C. Santa Barbara, and University of Massachusetts; he has been AAAS/EPA Fellow in Environmental Science & Technology, Fulbright Fellow, and a National Academy of Sciences Young Investigator. For a more extensive look at so-called PV+EV technology, check out http://www.wildershares.com



The idea of using solar to power electric cars is tremendously appealing in theory, yet critics insist that it’s a myth or a pipe dream at least a decade away. But it’s here now -– and our Roadster is the proof. Let’s examine how we get 72 miles per day from sunlight, or what I affectionately call 72 MPS, in our solar/electric Tesla."
Inaugural Tesla Roadster Rally,"Jeremy Snyder, General Manager of Tesla Los Angeles, June 12, 2009","The idea was simple: Celebrate the one-year anniversary of Tesla’s first showroom with a “Roadster Rally” and say thank you to customers in Southern California, our largest regional market.



We didn’t realize we’d get such an overwhelming response!"
Roadster Road Trip: Silicon Valley to Yosemite,"Bill Arnett, Roadster Owner, June 4, 2009","Bill Arnett is a software engineer who envies Renaissance and Enlightenment thinkers – people who tried to understand a large fraction of all human knowledge. During an attempt to retire and spend more time on hobbies such as photography and astronomy, Bill decided to learn HTML by creating an astronomy site. It became so popular that it generated enough revenue through Google AdSense to pay for his Roadster. Another recent project was an iPhone application that simulates mechanical watches. Bill, an outdoor enthusiast, appears to be the first person to drive a Roadster in Yosemite National Park. After a May 14 road trip from his home in Silicon Valley in his Roadster, Signature One Hundred No. 55, Bill described his drive through Yosemite as “just about as good as it gets.” Indeed."
Building Model S: A Perfectionist Defines Tesla's Design Language,"Franz von Holzhausen, Chief Designer, April 29, 2009","For a few hours now, I have been sitting in a darkened photography studio, staring at a beautifully lit Model S. I am beginning to realize why it sucks to be a perfectionist. Even after hours and hours poring over and deliberating every millimeter of surface and detail leading to this prototype glowing in front of me, I realize the job is far from done. But the good news for a designer who is never satisfied is that, even after accomplishing so much in such a short time, it’s not quite time to lift the brush."
President's Day with a President,"Jeremy Snyder, General Manager of Tesla Los Angeles, February 25, 2009","Thanks to an invitation from one of our early investors, I found myself spending Presidents Day at a round-table luncheon with former President Bill Clinton with a Sterling Silver Tesla Roadster Parked directly behind us. The round-table luncheon took place in Burbank, Calif., at the only LEED platinum-certified airplane hangar in the world."
Tax incentives: Why the Roadster costs less than its sticker price,"Michael van der Sande, Senior Vice President of Global Sales, Marketing and Service, January 14, 2009","Nearly 150 lucky customers took ownership of their Tesla Roadsters in 2008, but 2009 could be the best year yet for new owners, thanks to a wide range of tax incentives in the United States that in some cases shave 10 percent or more off the cost of the car."
My New Favorite Car,"Scott Painter, Founder and CEO, Zag.com Inc., January 5, 2009","Scott Painter is a serial entrepreneur and car fanatic-in-chief at Zag.com, a technology company that helps buyers get up-front discounted pricing and no-hassle delivery from pre-qualified dealers nationwide. Zag.com aims to “remove the fear factor from the buying process.”"
The Right Course: Preserving the Advanced Technology Vehicle Manufacturing Program,"Diarmuid O'Connell, Vice President of Business Development, December 22, 2008","The White House granted General Motors and Chrysler a reprieve Friday when it authorized $17.4 billion in emergency loans. President Bush said the alternative – the collapse of two American icons – was “not a responsible course of action.”



It’s impossible to say whether loans from the Treasury Department’s $700 billion financial stabilization fund will revive Detroit."
Roadster Efficiency and Range,"JB Straubel, CTO, December 22, 2008","With more than 100 Roadsters delivered to customers so far and more on the road each week, it’s natural for some customers to run “experiments” on them."
Beyond Walter Mitty: Living a Dream as the 100th Delivery,"Sam Perry, President, Ascendance Ventures, December 18, 2008","Sam Perry is president of Silicon Valley startup consultancy Ascendance Ventures and a member of E2 – Environmental Entrepreneurs, the national independent business voice for the environment.



Sam gained fame last month after an intimate encounter with Oprah Winfrey was broadcast around the globe. Sam was caught in cameras standing next to the talk show icon in Chicago’s Grant Park on Nov. 4, when Oprah wept on Sam’s shoulder during Obama’s victory speech.



Several weeks later, Sam became the 100th person to take delivery of a Tesla Roadster. The company marked this important milestone with a Dec. 9 news conference at its Menlo Park, Calif., flagship store."
Feel the Heat: Tesla Roadshow hits Miami during Art Basel,"Joe Powers, Manager, Sales, Planning and Analysis, December 18, 2008","After departing the frozen tundra of New York City, the Tesla Roadshow migrated south to Miami, Fla. We have more than 60 customers in Florida, including many people who had purchased a Roadster sight unseen, and it was high time they became intimately familiar with the car and Powertrain 1.5."
First week with the Tesla Roadster,"Chris Paine, Director of “Who Killed the Electric Car?”, December 10, 2008","Chris Paine directed ""Who Killed the Electric Car?” His new project is “Revenge of the Electric Car,” a documentary film and multimedia blog now in production. The film is slated for theaters in 2010."
Message to Washington: Don't turn a good government program into a bailout,"Diarmuid O'Connell, Vice President of Business Development, November 27, 2008","When Congress passed the landmark Energy Independence and Security Act (EISA) in December 2007, the media and Capitol Hill focused heavily on the Corporate Average Fuel Efficiency (CAFE) standard. Congress increased the standard from 27.5 mpg to 35 mpg by 2020, marking the first time the CAFE average had been raised since the 1970s."
From the Factory to Our Garage,"Stephen Casner, Roadster Owner, November 15, 2008","In October, Stephen Casner and his wife Karen toured the Lotus factory in England as their Roadster rolled off the assembly line. They took delivery at the Menlo Park store three weeks later. Stephen, who has written several other blogs about Tesla, describes the tour and his first impressions with the car."
Gordon Brown meets the Roadster,"Don Cochrane, Sales and Marketing Director, November 12, 2008","While U.S. Republicans and Democrats were fighting it out across the pond in late October, VP19 was busy creating its own political agenda in the United Kingdom."
Drag-racing in the Roadster: A first-person account,"Iain Morrison, Test & Validation Engineer, November 10, 2008","Tesla engineers have been keenly focused for some time on the 1.5 powertrain, which we have been testing extensively both on roads and at closed facilities. We have our own data collection kit, but we wanted to see what sort of performance figures we would get from a public track."
Driving the Tesla Roadster,"Ben Rosen, Roadster Owner, November 5, 2008","Ben Rosen, venture capitalist and former chairman of Compaq, is one of the most influential personalities in the technology industry. Under his leadership, Compaq Computer became one of the first companies to clone IBM's PC design, enabling Compaq to become the world's largest PC maker in the 1990s.

Less well known is Ben’s history as an automotive pioneer. More than 15 years ago, Ben and his brother Harold (father of the geostationary communications satellite) started a company to build a hybrid-electric powertrain for cars. Rosen Motors hoped to dramatically improve fuel efficiency and reduce emissions – without compromising on performance and style. Despite the brothers’ enthusiasm and demonstrations to major automakers, their vehicle was never commercialized.



Ben is a prolific blogger and, having recently taken ownership of his Tesla Roadster, described the “exhilarating experience” in depth. We re-posted an excerpt below and you may view the entire post here."
Seattle Roadshow Storms Pacific Northwest,"Zak Edson, Director Product Planning, October 1, 2008","Nine Tesla employees stormed Seattle last weekend on a four-day sales and marketing blitz. The trip was a great success – not only for 80 customers and media who got to drive the car but for those of us at Tesla scouting the perfect location for a Seattle-area store, which we are planning to open in the first half of 2009."
Weighty Matters Involving Electrons,"Marty Taft, Electrical Technician, September 16, 2008",Have you ever wondered how much the electrons that power our car weigh?
CARB Must Maintain Pressure to Deliver Pure ZEV's in California,"Ze'ev Drori, President and CEO, August 13, 2008","The California Air Resources Board (CARB) is considering changes to the Zero Emission Vehicle Program (also commonly known as the “ZEV Mandate”). If you’ve seen Who Killed the Electric Car? you have an idea of what the ZEV Mandate is and how its implementation has been challenged and impeded by traditional auto manufacturers for more than a decade.



On March 27th, the Board met in Sacramento to consider CARB Staff recommendations for changes to the Mandate.  During the open hearing, the Board directed the staff to lower the minimum number of pure ZEV’s that the six largest automotive manufacturers are required to deliver in the period from 2012 to 2015 (known as Phase III) by 70% – from 25,000 to a mere 7,500! This is an absurdly low number given the emerging developments in the EV space, not to mention the progress we’ve demonstrated at Tesla Motors specifically.



Following the March 27th hearing, the Board directed the Staff to draft new regulatory language based on the Board’s decisions and then to open that draft language to a 15 day public comment period which opened on July 25th.Tesla Motors strongly disagrees with the Board’s decision, and with the Staff’s interpretation of that decision with regard to the Phase III minimum. We also object to other key provisions in the revised mandate as proposed by the staff. On August 11th, 2008, Ze’ev sent the letter below to outline Tesla’s position directly to CARB Chairperson Mary Nichols.



If you support Tesla’s position, you can help by calling Board Members or Staff, mailing, or e-mailing the Air Resources Board immediately."
Flying the Glider: Roadster Owner Ken Jacobs Tours Assembly Plant and Test Track,"Ken Jacobs, Roadster Owner, July 18, 2008","Ken Jacobs was one of the first employees at the relational database pioneer Oracle Corporation. He and his wife Margaret are thrilled to be early adopters and advocates for the pioneering Tesla, the car and the company."
Update on Production and Delivery of Cars to Customers,"Ze'ev Drori, President and CEO, July 12, 2008","The following update was sent by Ze’ev Drori to Tesla customers yesterday.



You know of course the saying “Good things are worth waiting for” ... undoubtedly we were trying the truism of this adage longer than warranted, but we have broken the logjam. We are delivering the Roadster to our customers. Already 9 production Roadsters have arrived in California, another 3 arrive this weekend, and they will keep arriving at the rate of 4 per week (except for the scheduled factory shut down in the last two weeks of August)."
Tesla Impresses in Scandinavia,"Esben Pedersen, Sales and Marketing Director, June 24, 2008","One hectic week in June was all it took for the Tesla Roadster to make a lasting impression in northern Europe.



First stop was Norway where the environmental organization Bellona had invited Tesla Motors to show the roadster to European VIP’s at the C8 Climate Summit. The interest was overwhelming and VIPs like the former Norwegian PM Gro Harlem Brundland, international environmentalist Fredric Hauge and a number of CEO’s from the major oil companies took the roadster for an enjoyable spin."
Le Roadster Tesla sous les sunlights de la Côte d’Azur,"Simon Rochefort, Sales and Marketing Director, June 3, 2008","Suite à l’annonce de la commission de Bruxelles de faciliter l’homologation pour l’Union Européenne des voitures produites en petite série en 2009, nous avons donc décidé d’accélérer la commercialisation de notre Roadster sur le Vieux Continent.

Pour se faire et vu la concordance de temps, nous avons donc choisi comme terrain de présentation de notre sportive d’un nouveau genre le Festival de Cannes et le Grand Prix de Formule 1 de Monaco."
An Engineering Update on Powertrain 1.5,"JB Straubel, CTO, May 27, 2008",It has been several months since we have shared any progress updates on our powertrain development work and in particular how the “powertrain 1.5” program is progressing for the Roadster.
Program Update,"Tesla Motors, May 15, 2008","The following is a letter that was sent to Tesla Roadster customers today to review key developments in the Roadster program.



Since we last provided a program update we have achieved an extraordinary milestone - on March 17th, the Tesla Roadster entered regular production."
Tesla Store Los Angeles,"Tom O'Leary, General Manager, Tesla Store, May 14, 2008","Last week we opened our first ever Tesla Store in Los Angeles on Santa Monica Blvd.



The Tesla Roadster is a revolutionary car and our Tesla Stores will be no less revolutionary as an automotive retail experience.



Store Front

What’s so different? Well, pretty much everything, but here’s the main idea."
European Vacation (Not),"Darryl Siry, Vice President of Sales, Marketing, and Service, May 5, 2008",As I fly back from Brussels and think about the last 9 days in Europe I am very encouraged by what we learned. One of the advantages of a startup operation is the ability to change direction and make decisions very quickly to adjust to the opportunities and risks that present themselves. The flip side of that is that you often need to lead with your chin and accept the fact that you aren’t always entering the battle with your plans all in place. You become a master of rapid prototyping.
Tesla in Monaco,"Darryl Siry, Vice President of Sales, Marketing, and Service, April 28, 2008","As part of our European sales launch, Tesla Motors participated as an exhibitor at Top Marques Monaco April 24th - 27th where we met many of our first EU customers and many potential future customers."
Tesla Launches European Sales,"Darryl Siry, Vice President of Sales, Marketing, and Service, April 8, 2008","Last Wednesday the Financial Times ran a piece indicating that Tesla was now formally setting its sights on Europe. This is the first of what will be an increasing effort on our part to build the Tesla brand on the European continent with the anticipation of delivering cars to customers starting in the middle of 2009.

The idea that Tesla would expand internationally is nothing new – that has been our intention all along. There are many reasons why Europe is a very attractive market, outlined below. The thing that is new here is the timing of our expansion plans."
CARB Must Reject Staff Recommendation to Weaken ZEV Mandate,"Ze'ev Drori, President and CEO, March 24, 2008","The California Air Resources Board (CARB) is considering changes to the Zero Emission Vehicle Program (also commonly known as the “ZEV Mandate”) on March 27th at its Board meeting in Sacramento. If you’ve seen Who Killed the Electric Car? you have an idea of what the ZEV Mandate is and how its implementation has been challenged and impeded by traditional auto manufacturers for more than a decade.



Tesla Motors strongly disagrees with the recently proposed changes to the ZEV Mandate as reflected in the staff’s “Initial Statement of Reasons” (ISOR) dated February 8, 2008 and is lobbying against the proposed changes. President and CEO Ze’ev Drori will speak at the Board meeting this week to communicate our position directly to the board.



On March 12th, 2008, Ze’ev sent the letter below to outline Tesla’s position directly to CARB Chairperson Mary Nichols. In addition, Tesla developed a whitepaper rebutting the faulty conclusions of the CARB ZEV Expert Panel Position on Lithium Ion Full-Performance Battery Electric Vehicles."
We have begun regular production of the Tesla Roadster,"Ze'ev Drori, President and CEO, March 17, 2008","In my last posting on this blog I emphasized that my primary goal as the new CEO of Tesla Motors was to get the car on the road. The potential of this company is vast but it is dependent on meeting our commitments and that starts with delivering the 2008 Tesla Roadster to our customers.



Since my previous communication we have obtained all the required regulatory approvals for the sale of the Roadster in the US and delivered the first production Tesla Roadster."
Mythbusters Part 3: Recycling our Non-Toxic Battery Packs,"Kurt Kelty, March 11, 2008","As I make presentations at various conferences regarding our battery pack, or Energy Storage System (ESS), I’m often asked the question ”Isn’t the battery pack toxic” and whether or not it can be disposed of safely. To reach a wider audience, I thought it best to address these questions in our blog.





Energy Storage System



First, it’s necessary to understand the contents of our ESS."
Mythbusters Part 2: The Tesla Roadster is not a Converted Lotus Elise,"Darryl Siry, Vice President of Sales, Marketing, and Service, March 3, 2008","One of the more common misconceptions about the Tesla Roadster is that it is an electrified Lotus Elise. This has been an interesting problem to deal with because the Tesla is vastly different from an Elise and it is important that people are aware of this. In fact, we recently counted how many parts the two cars shared and the total number was under 7% by parts count."
Driving P1,"Elon Musk, Co-Founder & CEO of Tesla Motors, February 29, 2008","On February 1, 2008 Tesla Motors handed over the keys of the first production Roadster (P1) to Elon Musk, Chairman and now a proud Roadster owner. What has life been like behind the wheel of P1? Find out from Elon himself.





It has been a blast driving my Tesla Roadster every day for the past several weeks, using it as my daily driver from Bel Air to Hawthorne. I really think this is the most fun car I've ever owned, beating out the McLaren F1 and my 2007 Porsche 911 Turbo."
The Spin Stops Here,"Drew Baglino, Senior Electrical Engineer, February 28, 2008","Two weeks ago, I highlighted how Tesla moved from waves to bits in our motor and charge controller in the PEM. You might have left with the impression that as of June 2007, when the DMC replaced the analog controller, our work as DMC firmware engineers was complete. Fortunately for us (this is fun, remember!), that was far from true."
Lotus Engineering Newsletter Q&A with Tesla's Car Guy,"Tesla Motors, Content Manager, February 20, 2008","In the beginning of January, Tesla Motors Vice President of Vehicle Integration, Mac Powell, sat down with Dave Leggett of just-auto for a Q&A session which recently appeared in the 24th issue of the Lotus Engineering Newsletter, proActive. We wanted to share with you this excerpt from the Newsletter as well as include some comments on recent updates and additional information."
Handing Over the Keys VI: Dr. Rob Wilder,"Dr. Rob Wilder, CEO of WilderShares LLC, February 14, 2008","Dr. Rob Wilder is Manager of the WilderHill Clean Energy Index, the first Index on Wall Street for renewable energy, better energy efficiency, and zero-carbon solutions. He was previously on faculty at U.C. Santa Barbara, and University of Massachusetts; he has been a AAAS/EPA Fellow in Environmental Science & Technology, Fulbright Fellow, and National Academy of Sciences Young Investigator."
The Evolution of Motor Control: from Waves to Bits,"Drew Baglino, Senior Electrical Engineer, February 11, 2008","When we last discussed motor control on this blog, EP10 was drifting around on the frozen lake in Arvidsjaur, Sweden. At that time (January 2007), we were in the process of co-evaluating Conti-Teves’ ABS system in tandem with Tesla’s motor control. We left the lake thinking highly of the Conti system and moderately pleased with the Roadster’s motor control and traction control algorithms."
Re: P1 Arriving Now! :),"Zak Edson, Director Product Planning, February 6, 2008","On Friday, February 1, 2008 at 12:56 P.M., an email was sent to all San Carlos based employees of Tesla Motors: “P1 Arriving Now! :).”



This simple email signified the moment we had been working toward for the last few years. You see, “P1” is the internal designation for the first production unit to be produced by Tesla Motors. This is the anticipated ‘first car’ that was built for Chairman, Elon Musk. So what was it like to be a part of the arrival of P1?



The day started with great anticipation. We all knew the car was planning to arrive on Friday at about 1:00 P.M."
Smarter Charging,"Alec Brooks, February 5, 2008","Ten years ago when I was driving an EV1, one of the best perks was free parking and charging at LAX. I would pull into one of the EV parking places by Terminal One, plug in, and go on my trip. The charger would turn on right away – typically this would be in the middle of the day – and the battery pack would be fully charged even before my plane had left the ground. When I would return a few days later, typically at night, the battery pack would have partially self-discharged and was cold soaked, having sat for days with the charger connected but off."
Handing Over the Keys V: Aaron 'p-nut' Wills,"Aaron Wills, Roadster Owner, February 1, 2008","Aaron 'p-nut' Wills is the bassist and youngest member of the band 311. Known for his “funk-slap” bass style p-nut has brought his own sound and entertaining style to the stage. Aaron had a recent opportunity to drive a Tesla Roadster around Santa Monica and through the hills of Malibu. Following are his impressions from the day:



Santa Monica was misty and I was getting a turn behind the wheel of my dream car."
50 State Legal,"Malcolm Powell, Vice President, Vehicle Integration, January 24, 2008",It has been quite a while since I have put finger tip to key board and joined the Tesla blogosphere. This might have something to do with my being a little bit busy as we have been maturing the Roadster from an amazing prototype to a full-blown production car.
A Letter to Customers from Ze'ev Drori,"Ze'ev Drori, President and CEO, December 27, 2007","The following is a letter that was sent to Tesla Roadster customers on December 21 to review key developments in the Roadster program. These updates were first revealed a week prior in a customer town hall meeting, which was hosted by Chairman Elon Musk and President and CEO Ze'ev Drori at Tesla's corporate office. More than 100 customers attended, either in person or via conference call. As he notes at the end of the letter, Ze'ev plans to contribute more to the Tesla blog in the new year."
The Song Remains the Same,"Elon Musk, Co-Founder & CEO of Tesla Motors, December 21, 2007","Given the recent management changes, some reassurances are in order regarding Tesla Motors' future plans. The near term message is simple and unequivocal - we are going to deliver a great sports car next year that customers will love driving."
On the Road with Motor Trend,"Darryl Siry, Vice President of Sales, Marketing, and Service, December 6, 2007","Motor Trend Technical Editor Kim Reynolds joined us for a day of driving Validation Prototypes 9 and 10 on Monday (December 3). Kim is an understated guy, but very knowledgeable about EVs. Kim knew Alec Brooks, Tesla's Director of Vehicle Technologies, from way back and told me stories about “back in the day” when he used to let Alec and Al Cocconi bring the AC Propulsion's t-zero over to the Motor Trend skidpad so he could help them understand how the car should behave on “throttle on” and “throttle off” while turning hard."
Handing Over the Keys IV: Michael 'Flea' Balzary,"Michael 'Flea' Balzary, Roadster Owner, November 6, 2007","Michael ""Flea"" Balzary likes to break new ground. With band mates Red Hot Chili Peppers, he pioneered funk metal, a sound that marries aspects of funk and hip-hop with traditional rock. He applied the same innovative spirit to his ride and now holds a reservation for a 2008 model year Tesla Roadster. In October, as part of our ongoing customer drive program, Michael got behind the wheel of our prototype Tesla Roadster. What follows is his feedback from the driving experience. As always, customer drive opinions are unedited by Tesla Motors."
The Evolving Landscape of EVs,"Darryl Siry, Vice President of Sales, Marketing, and Service, October 24, 2007",Editor's Note: From today's Wall Street Journal
Handing Over the Keys III,"Darryl Siry, Vice President of Sales, Marketing, and Service, October 15, 2007","A critical part of the sales, marketing, and service function at Tesla Motors is to help inform product development and engineering decisions based on a customer perspective, a part of what we call “product marketing.” When validation prototype 10 (VP10) was built, one of the things we planned to use it for was to put a lot of miles on the car and provide marketing feedback to engineering teams for final refinements or validation. We recently scheduled rides with some of our customers to expand the feedback loop and asked them to share their driving experiences publicly on this blog. Customer opinions are unedited, save for my commentary in [brackets]. This week we present three perspectives from our latest testers. Find previous customer posts here."
Pixels and Polygons,"David Vespremi, October 4, 2007","So there it was. With a strange sense of accomplishment, I took it all in. The silver Roadster’s windshield was smashed, spider web cracks fanning out in all directions from under the mono-wiper. Along the driver’s side of the car, from nose to tail, the paint had been scraped away by what only could only have been severe contact with a concrete barrier. Checking out the passenger’s side, the damage was just as bad.



Smiling, I responded, “this is great!” and took a moment to reflect on how we got to this point. For those expecting a crash test blog entry outlining the rigors of safety certification, I’m sorry to disappoint. The same can be said for those hoping to read of a track testing catastrophe."
Handing Over the Keys II,"Darryl Siry, Vice President of Sales, Marketing, and Service, September 24, 2007","A critical part of the sales, marketing, and service function at Tesla Motors is to help inform product development and engineering decisions based on a customer perspective, a part of what we call “product marketing.” When validation prototype 10 (VP10) was built, one of the things we planned to use it for was to put a lot of miles on the car and provide marketing feedback to engineering teams for final refinements or validation. We recently scheduled rides with some of our customers to expand the feedback loop and asked them to share their driving experiences publicly on this blog. The write-ups are unedited, save for my commentary in [brackets]. The first three can be found here. Read on for two new perspectives."
Where the Rubber Meets the Road,"Andrew Simpson, Vehicle Systems Engineer, September 24, 2007","When I last posted to this blog in May, the news was a mixed bag. Martin (Founder Martin Eberhard) had just officially revised our range expectations down from 250 miles to greater than 200 miles, but we remained committed to holding the line on 4 second 0-60 mph acceleration and delivering the Tesla Roadster with the performance, handling, looks, and safety of a world-class electric sports car. Now it is September and in the last three weeks we have completed performance and range validation testing of Validation Prototype 1 (VP1 aka “the green car”) in order to verify our Tesla Roadster performance claims. I’m extremely pleased to say that the results are in and our hard work has really paid off!"
Handing Over the Keys,"Darryl Siry, Vice President of Sales, Marketing, and Service, September 13, 2007","A critical part of the sales, marketing, and service function at Tesla Motors is to help inform product development and engineering decisions based on a customer perspective, a part of what we call “product marketing.”"
Concours d’Elegance – Part Deux,"Colette Niazmand, Senior Manager, Marketing, August 24, 2007",You can tell a full year has passed since we announced the Tesla Roadster because we’re starting to repeat annual events. Last weekend we participated in the Pebble Beach Concours d’Elegance for the second time. This is a terrific event held on the grounds of the Pebble Beach golf course each year.
The Most Coddled Automotive Battery Ever?,"Erik Toomre, Director of Manufacturing Programs, August 8, 2007","We get some great questions and comments from the readers of our blogs, and this post takes its title from Brent, who on May 30 wrote:

“ The Roadster’s battery is arguably the most coddled automotive battery in history. It has its own climate control system, several monitoring computers, and perhaps some other mojo 'they' are not telling us. ”"
Inside the Energy Debate,"Diarmuid O'Connell, Vice President of Business Development, July 18, 2007","If you’ve been listening to the news or reading the headlines from Washington D.C. of late, you’ve no doubt heard a lot about the recent energy debate on Capitol Hill. We’ve been right in the middle of it, and I thought it would be useful to get you folks up to speed on events from our perspective."
The Magic of Tesla Roadster Regenerative Braking,"Greg Solberg, Firmware Engineer, June 29, 2007","In a battery-powered electric vehicle, regenerative braking (also called regen) is the conversion of the vehicle’s kinetic energy into chemical energy stored in the battery, where it can be used later to drive the vehicle. It is braking because it also serves to slow the vehicle. It is regenerative because the energy is recaptured in the battery where it can be used again."
Driving Dynamics - Part 2,"David Vespremi, June 12, 2007","In the last installment of the driving dynamics blog, we explored the interplay between static mass distribution and power delivery in the Tesla Roadster. That’s a complicated way of saying that we looked at how the Tesla Roadster drives based on two key parameters: its chassis architecture (mid-“engine,” rear wheel drive) and power delivery characteristics (extremely broad, flat torque curve). By way of a quick refresher on the subject, the Tesla Roadster maintains the bulk of its mass, the battery pack, ahead of the rear axle and delivers its power to the rear wheels in a linear fashion.



Now let's look at some of the further intricacies of weight and driving dynamics."
High CARB Diet,"Martin Eberhard, Co-founder of Tesla Motors, May 29, 2007","Last Thursday I participated in a panel at the Future in Review (FiRE) conference in San Diego, Calif. Very cool – I got to meet one of my heroes: iRobot founder Helen Greiner. (My own Master’s thesis at the University of Illinois was in robotics.) Helen took a ride in the Tesla Roadster and came away with a big smile."
Electric Pink Bunny Slippers,"Greg Solberg, Firmware Engineer, May 17, 2007","A Senior Director of Engineering at work never specifically said that she would cause me bodily harm if I did not write a blog entry about my bunny slippers. So I wrote, “They are size 7-½ fluffy pinks with big ears and little, white puffy tails, and I really like them.” She said that I should consider elaborating. She also never specifically pulled out an instrument of destruction."
Miles of Progress,"Andrew Simpson, Vehicle Systems Engineer, May 10, 2007","They call me “the range guy” at Tesla Motors, which is fitting since it’s my job to characterize and improve the driving range of the Tesla Roadster. This means I get to:



Conduct official range testing according to EPA/CARB procedures,

Work with our development teams to extract the most miles out of the car,

...and best of all...

Spend lots of time driving the Engineering Prototypes (EPs) and Validation Prototypes (VPs) to collect data to calibrate our simulation models and understand real-world range.



It’s a dream job, but it also has its challenges."
On Tour Part Two - Inside the Beltway,"Diarmuid O'Connell, Vice President of Business Development, May 4, 2007","You may not be aware, but for the past six months Tesla Motors has been very busy in Washington, D.C. As with our consumer marketing efforts, we’ve been trying to get the word out to key influencers in the nation’s capital that there is a company in California that’s applying good-old-American ingenuity to address the twin crises of global warming and foreign oil dependence."
Mr. Tesla Goes to Washington,"Martin Eberhard, Co-founder of Tesla Motors, May 3, 2007","Yesterday was my first experience testifying before a Senate subcommittee – this one was called the Hearing on Advanced Technology Vehicles: The Road Ahead, before the Senate Finance Committee's Subcommittee on Energy, Natural Resources, and Infrastructure."
The Perfect Tesla Store,"Elon Musk, Co-Founder & CEO of Tesla Motors, April 30, 2007","If you asked people to rate whether they thought their car dealership was a good or bad place to visit, the response would be overwhelmingly bad."
Range Reality,"Martin Eberhard, Co-founder of Tesla Motors, April 18, 2007","As you may have read in previous blogs, we recently built our first couple of Validation Prototypes (VPs). These cars represent a significant step forward toward production as they implement numerous corrections to issues discovered during safety and durability testing of the Evaluation Prototypes (EPs), are built from hard-tooled components for all body panels, include production headlights, taillights, and interior components (including much more comfortable seats), and many other subtle changes."
On Tour with the Tesla Roadster,"David Vespremi, April 16, 2007","The Tesla Motors Team is on the road to the Midwest and East Coast for our 2007 Spring Tour. While we will not have an official Tesla Tour T-Shirt (as good as that sounds, it has probably been done before by some folks that don’t look much like us), we can offer something a bit different: a day-by-day account of the trials and tribulations of life on the road and a companion photo album. In this travel diary of sorts, you’ll hear the good, bad, and ugly as the Tesla Motors Team embarks on our most ambitious customer outreach effort to date – hitting four major metropolitan markets in the span of just a few short weeks. So tune in and see the drama unfold here."
Driving Dynamics,"David Vespremi, April 6, 2007","It doesn’t matter where we were going, on which freeway on-ramp we were merging, or even how fast the car was actually traveling. All that matters is that I was driving, I had a journalist riding shotgun, and I was just passing the imaginary apex of a decreasing radius turn with speed to spare. A lot of speed to spare. Oh, and there was a very solid looking concrete barrier occupying pretty much all of the real estate just ahead of the Tesla Roadster’s short red snout.



And then it happened…"
Slip-Sliding Away,"Iain Morrison, Test & Validation Engineer, April 3, 2007","To ensure that the Tesla Roadster is as safe as possible in extreme conditions, we have just finished putting one of our Engineering Prototypes through an extensive test schedule at the Continental Proving Ground in Arvidsjaur, Sweden. The proving ground is in a beautiful location on and around a frozen lake about 60 miles from the Arctic Circle."
The EV Experience,"Stephen Casner, Fellow, Packet Design, March 28, 2007","Stephen Casner spent 25 years working on protocols and systems for transmission of audio and video over packet networks, starting before the Internet existed and continuing through the Internet Multicast Backbone (MBONE). He was recruited to the Silicon Valley to work with startup Precept Software and its IP/TV product, which was later acquired by Cisco. He is currently a Fellow at Packet Design, working on route analytics, and waiting patiently for his Signature One Hundred number to be called.



I’ve been driving production electric vehicles since November, 1998, when I took delivery of a General Motors EV1. I lost that first-generation EV1 when it was recalled in March 2000, but two months later I was able to lease a Gen 2 EV1 with NiMH batteries. GM pried that one out of my fingers when the three-year lease was up. I managed to continue driving electric by leasing a Ford Ranger EV pickup, but again that was only for a year before it was taken back. Luckily, I was given the opportunity to lease or buy one of the last few 2003 Toyota RAV4-EVs. Given the EV1 lease experience, the choice to purchase was obvious!"
Tesla Roadster Progress - From EP to VP,"Malcolm Powell, Vice President, Vehicle Integration, March 22, 2007","We've just achieved a significant milestone on our road to Tesla Roadster production. Our first Validation Prototype was assembled at the Hethel facility in the U.K. and was recently airlifted to our San Carlos, Calif., workshop to commence system testing."
Energy,"Jon Mittelhauser, Roadster Owner, February 21, 2007","Jon Mittelhauser is one of the early developers of the World Wide Web. As a Master’s student at the University of Illinois, he co-wrote the first widely used web browser, NCSA Mosaic, and helped to define many of the earliest web protocols. Upon earning his Master’s degree for the work on Mosaic, he left the university and became one of the founders of Netscape Communications. Since Netscape he has worked for various startups (some successful and some not!). He currently spends his time as a dad, angel investor, and consultant for early stage companies. He also admits to spending a fair amount of time daydreaming about the Tesla Roadster, which he already has on order…"
