Headlines,Dates,Descriptions
Bernie Ecclestone's daughter buys pricey house in Los Angeles,13 Jun 2011,"After nearly three years, Candy Spelling has finally found a buyer for her Los Angeles mansion (which some would call a castle)--the daughter of Formu."
Chevrolet Bumps the 2012 Cruze's Fuel Economy to 39 mpg in Several Trims,15 Jun 2011,"Chevrolet's compact Cruze has been on the market for just one model year, but for 2012, Chevy is making some small tweaks to improve the car's fuel economy."
Recall Roundup: 2008 Mazda3 Windshield Wiper Issue,15 Jun 2011,"According to a report byReutersand a press release from the Mazda's European offices , the carmaker has issued a recall on previous-generation Mazda3 cars..."
"Stream: OMD, 'History of Modern (part I)' — off forthcoming 'Live in Berlin' album – Slicing Up Eyeballs",15 Jun 2011,Orchestral Manoeuvres in the Dark will release a 20-track live album and hardback book called 'History of Modern Tour: Live in Berlin' this August to...
German Lab Generates the Strongest Magnetic Field Ever Created,28 Jun 2011,Call it another victory for German design. Researchers in Dresden have set a new world record for the strongest magnetic field ever manufactured at the High...
"Toyota recalls Highlander hybrid, Lexus RX 400h",28 Jun 2011,"Toyota is recalling about 82000 hybrid vehicles in the United States to fix a flawed control board inside the powertrain.The recall covers about 45,0."
Toyota Prius gets sporty with the new Plus Performance package,29 Jun 2011,No one is going to confuse a Toyota Prius hybrid with a sports car. But the Japanese automaker has released a styling and suspension package developed.
Audi U.K. celebrates Le Mans win with special-edition R8 V8 Limited,29 Jun 2011,"Audi is giving its U.K. fans a chance to celebrate the brand's 10th win in the 24 Hours of Le Mans in June with a special-edition R8, the R8 V8 Limite."
VoltAir Electric Airplane Presented At Paris Air Show 2011,29 Jun 2011,"Hybrid and electric cars are just the first step in the electrification of everything that moves us. VoltAir, presented at last week's Paris Air Show,..."
Ford Fiesta on top! The new subcompact queen!,06 Jul 2011,"The subcompact segment is one that is most affected by gas prices. Along with pickups and SUVs, an expensive gallon of fuel will make waves in dealerships,..."
Magnitude 7.8 quake hits off New Zealand,06 Jul 2011,New Zealand civil defence authorities cancelled a tsunami warning on Thursday but warned of possible stronger than normal ocean currents around the east...
US-Market Land Rovers to Get Eight-Speed ZF Transmission for 2013,06 Jul 2011,"Several Land Rover models sold in the U.S. will receive a ZF-sourced eight-speed automatic transmission for the 2013 model year, a source within the company..."
Brabus V12 cabriolet squeezes 800 hp into an E-class Mercedes-Benz,07 Jul 2011,"Consider German tuner Brabus the BALCO to Mercedes-Benz's Barry Bonds: Brabus makes the cars stronger, faster and meaner.First, Brabus attacked the Me."
"Tesla LA Showroom-CCS Architecture « Inhabitat – Green Design, Innovation, Architecture, Green Building",07 Jul 2011,"Unlike a traditional car dealership, Tesla Motors' showroom in LA is more like a sculpture gallery crossed with a hobbyist's garage."
Hundreds of RV Owners and Enthusiasts Attend Fleetwood RV Rally During Independence Day Holiday,08 Jul 2011,We can't think of a better way to celebrate and explore our nation than taking a road trip in an RV. And more than 400 motor home owners and suppliers did...
Think Went Thunk: What Does Electric-Car Bankruptcy Teach Us?,08 Jul 2011,"A little more than three weeks ago, Norwegian electric-car maker Think Global declared bankruptcy--for the fourth time, actually. In a pithy piece published..."
"Toyota prices the 2012 Scion iQ, starting at $15,995",13 Jul 2011,Today is the official media launch of the upcoming 2012 Scion iQ and with it has come the starting price of this new subcompact Toyota model – starting at...
Motorola announced XT316 budget Android QWERTY phone,13 Jul 2011,Motorola has announced a new budget smartphone based on Android. The XT316 has a candybar form-factor and a full QWERTY keyboard and is likely to compete...
"Leonardo DiCaprio to get 1st Fisker Karma, convertible and shooting brake coming",13 Jul 2011,"The first Fisker Karma to reach an American customer is expected to be delivered by the end of this month and when it does, Titanic star Leonardo DiCaprio..."
Serbian military athletes go to the World Military Games | Serbian Armed Forces,14 Jul 2011,"Thursday, 14.7.2011 | Sport. Members of the Ministry of Defence and the Serbian Armed Forces, who will represent the Republic of Serbia at the 5th World..."
iSi 2011: 3T MRI provides answers in knee disorders,14 Jul 2011,"A key benefit of 3-tesla MRI is that it enables doctors to visualize and recognize ligaments in the knee and the smaller joints, such as the posterolateral..."
"Man builds turbine-powered Batmobile, brags about having the only one (video)",14 Jul 2011,"So you think you're a huge fan of the Dark Knight, huh? Not so fast. Do you own a full-sized Batmobile? Yeah... we didn't think so."
Study: 802.11n support to grow 465 percent through 2015,22 Jul 2011,"Research firm In-Stats says 53 million wireless-N-supported devices were available in 2010, and that the number will jump to nearly 300 million in 2015."
Round Two: GM Finds End-Of-Life Use for Chevrolet Volt Batteries,22 Jul 2011,"Electric and electrified vehicles are all the current rage among automakers. With more electric vehicles being purchased, researchers are hard at work..."
What's Wrong With This Picture: The Urban Electric Delivery Van Edition,22 Jul 2011,"Would you be a little bit surprised if the man behind this tiny, funky little electric van was the man who styled the VW Passat CC and first-generation..."
Is Take-Two looking to be acquired?,25 Jul 2011,"The game publisher's chief operating officer says that it's a ""very attractive investment for anybody,"" causing speculation it might be open to an..."
The scourge of ‘peak oil’,25 Jul 2011,"When demand for oil consistently surpasses supply, experts warn that our lives will look “very differently”."
Mercedes-Benz Brings a “TraumaHawk” Sprinter Ambulance to the C/D Office,25 Jul 2011,"Reps from Mercedes-Benz recently stopped by our office with a specially outfitted, incredibly sweet Sprinter van. The “TraumaHawk” has been set up for..."
UN begins food aid airlift to Somalia,27 Jul 2011,Plane carrying 10 tonnes of nutritional paste for malnourished children was the first to land in Mogadishu.
"2012 Ford Explorer EcoBoost Rated for 28 MPG Highway, Will Be Front-Drive Only",27 Jul 2011,Ford has announced that the 2012 Explorer with the optional EcoBoost four-cylinder engine has received an EPA rating of 20 city mpg/28 highway.
'Mad Men' makes its way to Netflix streaming,27 Jul 2011,"The first four seasons of the acclaimed TV show are available now on the streaming service, a notable addition as Netflix fends off criticism for a..."
Mercedes-Benz Builds Custom Van for International Motor Show,28 Jul 2011,Unlike a 70s creeper -err custom van the Viano Vision Peal concept sports a full white/grey leather interior in lieu of crushed blue velvet; wood flooring...
Demonstration in Vancouver shows electric cars have real power,28 Jul 2011,"Steve Erickson admits most people hold certain doubts about electric cars. He's heard them all. ""They're all expecting that overglorified golf cart,"" said..."
2011 Smart Fortwo Electric Drive Road Test - Reviews,28 Jul 2011,"Could electric propulsion possibly improve the Smart Fortwo's driving experience? Find out at Car and Driver, where you will find test numbers and a photo..."
2012 Hyundai Accent GL Sedan Review Editor's Review | Car News,19 Aug 2011,"Decent at-hand storage levels? Check. Surprisingly generous headroom? Check. Room on board for four adults? Plenty. Really, this thing feels larger inside..."
GIGS: For your weekend,19 Aug 2011,"TONIGHT CHRIS BOTTI A pop musician with a grounding in jazz, the trumpeter made his last album with the Boston Pops at Symphony Hall."
2012 Hyundai Accent GL Sedan Review It surprises once again,19 Aug 2011,"The last-generation Hyundai Accent lived in an era when subcompact cars hadn't quite become the hot item they are today. As Hyundai's cheapest, it had to..."
Cadillac ELR Will Cost Less Than Tesla Model S,22 Aug 2011,"General Motors has confirmed production of the Cadillac ELR coupe.The American automaker has yet to announce pricing for the coupe, but an unidentified..."
Ford and Toyota begin work on joint electric car powertrain,22 Aug 2011,Car manufacturers Ford and Toyota announced today that the companies will collaborate on a hybrid-electric car powertrain for sport utility vehicles and...
Hurricane Irene hits the Caribbean,22 Aug 2011,Torrential rains trigger flash flooding and mudslides in Puerto Rico as storm strengthens over other parts of Caribbean.
"1899 Vintage Electric Car Sells For Record-Breaking $550,000 In Auction",24 Aug 2011,"If you had over half-a-million dollars to spend on an electric car, which car -- or cars -- would you buy? For $550000 -- that's about the same price as the..."
Corey Taylor Rocks 'SpongeBob' Theme at Benefit Show Organized by Aaron Lewis,24 Aug 2011,"Over the weekend, Staind's Aaron Lewis hosted his second annual 'It Takes a Community' two-night benefit concert in Northampton, Massachusetts."
"Elon Musk Bets $1,000,000 That He Can Get The Tesla S Ready On Time",30 Aug 2011,"Automobile reporter Dan Neil has made an interesting bet with Elon Musk of Tesla Motors, reports Michael Graham Richard of TreeHugger. Advertisement."
Loing's drive pushes Nissan Leaf to European Car of the Year award,30 Aug 2011,It's safe to say that the Nissan Leaf would not be the reigning European Car of the Year had it not been for the persistence of Pierre Loing.
Hennessey Performance upgrades the Ford Mustang Boss 302,30 Aug 2011,"The tuner guys at Hennessey Performance took the Ford Mustang Boss 302 behind their curtain, plopped a supercharger on top--among other things--and he."
Engine Hacks: Electrified Datsun Is The Ultimate Engine Swap,02 Sep 2011,"Forget the Tesla Roadster, we want an electric car like [John Wayland's] White Zombie! If it wasn't plastered with sponsor stickers and the like,..."
Notorious criminal held in Gulbarga - Karnataka,02 Sep 2011,"On Thursday night, the police raided a hideout at Sharana Sirasagi in search of a gang of four criminals. When the gang members attacked the police with..."
Official: Fisker to Use BMW Engines,02 Sep 2011,"Fisker Automotive has reached an agreement with BMW that will see the American automaker use the Bavarian company's turbocharged four-cylinder engines,..."
Why the Honda Ridgeline pickup is driving off into the sunset,08 Sep 2011,"The Honda Ridgeline is a good example of what happens when an automaker abandons a model.After much fanfare with its introduction in 2005, little was."
