Headlines,Dates,Descriptions
Tesla's Breakneck Rise Is Making Employees Rich,07 Jul 2020,"Elon Musk: chief executive billionaire. No one at Tesla is getting richer than CEO Elon Musk, who is deep into a rare entrepreneurial run. His latest disclosure..."
Tesla Solar Panels and Roof: Pricing and how to buy,07 Jul 2020,Tesla solar panel and solar roof: everything you need to know about pricing and availability of Tesla's solar products and more.
"Tesla Park should be open to Bay Area walkers, not vehicles",07 Jul 2020,The state parks department can re-designate Tesla as a non-motorized park and preserve. This decision would solve two problems at once: The department could end...
Is Tesla's share price surge an opportunity to sell?,08 Jul 2020,"That certainly applied to the brilliant Serbian-American electrical engineer Nikola Tesla, famous for his pioneering work on the alternating current (AC)..."
Tesla stock is a gigantic bubble on the verge of exploding: strategist,08 Jul 2020,"Tesla stock is a gigantic bubble on the verge of exploding: strategist ... The insane run in Tesla's stock (TSLA) could be at risk of being short-circuited soon,..."
Tesla Scores Another Victory in Virginia and Deals a Blow to Representational Standing,08 Jul 2020,"On March 3, 2020, the Virginia Court of Appeals ruled that the Virginia Automobile Dealer Association (VADA) lacked standing to appeal a determination by the..."
"Tesla's Patents, Einstein's Letters and an Enigma Machine Are Up for Auction",10 Jul 2020,"Tesla's Patents, Einstein's Letters and an Enigma Machine Are Up for Auction ... Famous scientists are often viewed only in the context of their work. But..."
Tesla and Nikola’s Race to the First Electric Pickup Truck Has a Hot New Rival,10 Jul 2020,"Amazon-backed EV startup Rivian could be the first company to deliver an electric pickup truck early 2021, far ahead of other competitors."
Elon Musk just surged past Warren Buffett on the list of the world’s richest people,10 Jul 2020,"After Tesla's stock (TSLA) jumped 11%, Elon Musk's net worth hit $70.5 billion and he passed Warren Buffett on the list of the world's richest people."
Autonomous cars: five reasons they still aren't on our roads,30 Jul 2020,"Elon Musk thinks his company Tesla will have fully autonomous cars ready by the end of 2020. “There are no fundamental challenges remaining,” he said..."
Panasonic To Boost Energy Density Of Batteries For Tesla By 20%,30 Jul 2020,"According to an exclusive Reuters' report, Panasonic aims to increase the energy density of lithium-ion batteries supplied for Tesla by 20% in 5 years."
Tesla Texas Gigafactory's Massive Size Shown In Scale Comparison,30 Jul 2020,"When Gigafactory Nevada was being constructed, it was planned to be the world's largest building. Now it appears Tesla Inc's (NASDAQ: TSLA) newest factory..."
Tesla Ditches Robots for World's Largest Casting Machine,15 Sep 2020,"Instead, molten aluminum will be injected into the Gigapress, molded, and removed by robots — effectively allowing Tesla to bypass the riveting and gluing that..."
VW comes after Tesla with detailed ID.4 and Model Y comparison,15 Sep 2020,"VW also points out that the ID.4 is 17 cm (6.6 inches) shorter than the Model Y and yet, they claim an extra 6 cm (2.3 inches) of interior space."
Tesla releases new software update enabling Autopilot to stay in passing lane if you want,15 Sep 2020,"“While Navigate on Autopilot is activated, your car can now remain in the passing lane. To adjust your passing lane preference, tap Controls > Autopilot >..."
Tesla Model 3’s 2020 sales are greater than the next five EVs combined,01 Oct 2020,"Tesla will make about 500,000 vehicles in 2020 but 2021 will see over 50% growth. It should be between 800,000 to 1,000,000 depending on how soon Berlin and..."
Is Tesla's Share Price Bonkers?,01 Oct 2020,"So, the stock price is not entirely crazy. But neither is it compelling. Morningstar's Tesla analyst, David Whiston, assigns the company's shares a fair value..."
Global EV sales: Tesla Model 3 outsells next five most popular electric cars combined,01 Oct 2020,Tesla has sold more Model 3 electric sedans worldwide in 2020 than the next five most popular all-electric cars combined.
Just How Much of a “Breakthrough” is Tesla's Tabless Battery Cell? - News,07 Oct 2020,"With the tabless design, the whole edge of the electrode is responsible for current (and heat) transfer. Heat transfer occurs through an area as large as the..."
Instant Tesla convertible,07 Oct 2020,A new Tesla Model Y is said to have lost its entire glass roof on its first journey after delivery – a short video of which has appeared on social media.
"Tesla Car Prices In 2020: How Much Model S, 3, X, & Y Cost",07 Oct 2020,"The standard model currently sits at a purchase price of $49,900, but even as a larger vehicle (room for seven with an additional $3,000 option) the Model Y..."
SpaceX 'Starman' zooms past Mars in Elon Musk's Tesla,09 Oct 2020,"SpaceX's mannequin, aptly dubbed ""Starman,"" whizzed past Mars on Musk's Tesla Roadster this past Wednesday."
"2021 Tesla Model S Rendering Gets the Light Touch Right, Probably Not Much Else",09 Oct 2020,"The Tesla Model S Plaid Musk confirmed during Battery Day is still over a year away, but will it bring any major design changes when it eventually launches?"
How Do Other Charging Networks Compare To Tesla Superchargers?,09 Oct 2020,"And Tesla has more speed too—the next-generation V3 Supercharger can deliver charging rates up to 250 kW, allowing drivers to add 75 miles of range in 5 minutes..."
Nio Stock Surge Tops 1000% as Tesla's China Nemesis Gains Speed,12 Nov 2020,"A year ago, Nio Inc.'s dwindling cash and sputtering sales had the electric-car upstart on the brink of doom. Fast forward, and the stock's 11-fold gain in..."
BMW Unveils Tesla Challenger Electric SUV iX,12 Nov 2020,"German automaker Bayerische Motoren Werke ADR (OTC: BMWYY) unveiled its electric SUV, the iX, on Wednesday. Reuters reported that BMW is planning a U.S...."
Tesla’s FSD Beta continues impressive operation with nighttime driving montage,12 Nov 2020,"And especially looking further into the Infrared part of the spectrum, to make traffic more ""visible"" at night. The system can only work with the information..."
I wanted a Tesla. Then I found out the company doesn't hire enough Black people,17 Dec 2020,"The lack of Black people on Tesla's staff isn't unusual in the tech world. The industry has long struggled with finding, hiring and promoting Black talent. But..."
Tesla To Source Nickel-Heavy NCMA Batteries From LG Chem Starting In 2021: Report,17 Dec 2020,"LG Energy Solutions, the electric vehicle battery business spun off from LG Chem, has embarked on making EV batteries from four different materials,..."
Tesla audio software partner collaborates with Bose for better cabin noise control tech,17 Dec 2020,"The collaboration gives Bose the opportunity to bring its QuietComfort Road Noise Control (RNC) technology to vehicles that support the Audio Weaver platform,..."
Tesla Model S Tourer Rendering Is All Kinds of Weird but You'll Like It Anyway,05 Jan 2021,"The Tesla Model S is in line for a refresh, so while we're waiting for the real thing, why not waste some time talking about this thing? It's called the ""Tesla..."
Tesla Model Y deliveries in China moved to Q2 2021 amid influx of orders,05 Jan 2021,It appears that the influx of orders for the Made-in-China Tesla Model Y is not abating anytime soon. Based on recent updates to Tesla China's online...
"Tesla charging stations coming to Haifa, Eilat, Be'er Sheva, and Tel Aviv | Ctech",05 Jan 2021,"The U.S. electric car manufacturer will be building charging stations for Tesla vehicles in Tel Aviv and Haifa, with ones coming to Eilat and Be'er Sheva..."
Tesla founder Elon Musk is now the world's richest human,07 Jan 2021,"Back in 2018, Elon Musk negotiated a controversial pay package (pdf). The Tesla CEO agreed to receive no salary or bonuses in exchange for a purely..."
Tesla chief Elon Musk passes Jeff Bezos to become world's richest person,07 Jan 2021,"Tesla chief Elon Musk has become the richest person in the world, with a net worth of more than $185bn."
Tesla Model 3 the UK's best-selling car overall in December 2020,07 Jan 2021,"In December 2020, PEVs made up 23.4% of the market share. And the Tesla Model 3 was the UK's best selling auto overall, at 5798 vehicles."
Tesla Model X with over 400000 miles gets turned into a piece of art by Kenny Scharf,18 Mar 2021,"Tesla Model X with over 400,000 miles gets turned into a piece of art by Kenny Scharf ... A Tesla Model X with over 400,000 miles, making it one of the highest..."
Electric car grant removed from most expensive models to end'Tesla subsidy',18 Mar 2021,"Electric cars costing more than £35000 are no longer eligible for the plug-in car grant, as the government takes aim at the wealthiest buyers of zero..."
Tesla to shut down final assembly plant in Tilburg following Model S/X refresh,18 Mar 2021,"Tesla to shut down final assembly plant in Tilburg following Model S/X refresh ... Tesla is shutting down its assembly plant in Tilburg, the Netherlands, where..."
Tesla Stock: Why ARK's Use Of Wright's Law Is So Wrong (NASDAQ:TSLA),26 Mar 2021,"Pioneered by Theodore Wright in 1936, Wright's Law provides a reliable framework for forecasting cost declines as a function of cumulative production."
"Tesla’s touchscreen-based gear selector for the new Model S is legal, confirms NHTSA",26 Mar 2021,"Tesla's touchscreen-based gear selector for the new Model S is legal, confirms NHTSA ... It appears that Tesla's touchscreen-based gear selector system for the..."
"Tesla Model 3 Vs VW ID.4 Road Trip: Range, Charging, Racing",26 Mar 2021,"With that said, the Volkswagen ID.4 has really impressed many EV fans. It makes the most sense to compare the ID.4 to the Model Y rather than the Model 3."
Tesla partners with TikTok to launch in-car video recording – UPDATE,01 Apr 2021,"Tesla has teamed up with social media giant TikTok to allow the owners of its electric cars to record, edit and upload viral videos directly from their vehicles..."
Check Out This New Account Of Tesla's Deepest Roots,01 Apr 2021,"Paul Carosa, who was AC Propulsion's VP of Engineering, told me that Fagan was the one who originated the idea to build the tzero. “They did their own version..."
Apple to buy over $50 million worth of batteries from Tesla for new energy storage project,01 Apr 2021,"Considering Tesla is estimated to charge between $200 and $300 per kWh for Megapacks, this is a significant project between the two companies since Apple is..."
Musk Claims Tesla Roadster SpaceX Will Do 0-60 MPH In 1.1 Seconds,21 May 2021,Elon Musk claims the Tesla Roadster will be able to hit 60 miles per hour in 1.1 seconds with the optional SpaceX rocket thruster package.
0 to 100 in 1.1 seconds? SpaceX package may make Tesla Roadster quickest ever,21 May 2021,Tesla Roadster in current form claims to hit 100 kmph in 1.9 seconds but cold air thrusters could make it even quicker.
UPDATE: Did Tesla Stop Taking Orders For Model S Plaid+?,21 May 2021,"***UPDATE: We've been informed that an mail from Tesla to its stores yesterday advised that Plaid+ is ""no longer an option for ordering,"" due to ""long lead..."
Tesla Model 3 spied testing in Pune ahead of India launch. Watch here,15 Jun 2021,Tesla Model 3 is expected to be the first officially launched vehicle in India from the US EV manufacturer..Tesla Model 3 is expected to be priced at around...
Tesla to take over Trafford Centre car park,15 Jun 2021,Tesla is to relocate its existing delivery hub at Manchester Airport to the Trafford Centre. The airport site is required for use as a car park once more as...
Elon Musk elaborates on Tesla's new electric motor,15 Jun 2021,"In a new series of tweets yesterday, the CEO elaborated on that machine: ""Fiber is wound over rotor at high tension load. Machine to do this was made by Tesla..."
Tesla Model S and Model X cop hefty price rises - carsales.com.au,11 Aug 2021,"Similarly, the 2022 Tesla Model X Long Range has incurred the same price increase and now starts at a $161,990 list price. It was previously listed at $149,990..."
"Turns Out You Can Trick All Driver-Assist Systems, Not Just Tesla's",11 Aug 2021,"A test by Car and Driver shows that all driver-assist systems can be tricked, albeit intentionally, showing the need for car brands to foolproof their..."
Tesla's vision-based Autopark: What it is and how it's better,11 Aug 2021,Tesla has now released an improved Autopark feature for the new Model S that relies on vision with update 2021.24.2. Previously Autopark relied heavily on the...
Tesla Model 3P Puts Up A Good Fight Against Porsche Taycan Turbo S,13 Aug 2021,Tesla Model 3 Performance vs. Porsche Taycan Turbo S drag race proves once again that the compact EV is almost as quick as the much more powerful luxury...
Tesla Model Y electric SUVs spotted in Europe with odd 'Not Model Y' decal,13 Aug 2021,Tesla Model Y electric SUVs spotted in Europe with odd 'Not Model Y' decal ... A bunch of Tesla Model Y electric SUVs have been spotted in Europe sporting odd “...
Tesla Re-Enables Supercharging For Salvaged Vehicles,13 Aug 2021,"In an attempt to discourage people from buying salvaged Tesla models, repairing them, and returning them back to the roads, Tesla disabled all Supercharging..."
Tesla starts hiring roboticists for its 'Tesla Bot' humanoid robot project,25 Aug 2021,"“Tesla's actuator team designs and builds actuators for humanoid bi-pedal robots (Tesla Bot). The team joins mechanical, electrical, and electromagnetic..."
Tesla Energy and its Autobidder software are making power companies nervous,25 Aug 2021,Autobidder is AI software that creates communication between all the systems(households and commercial) that's on Tesla's network and can automatically direct...
"Lucid Air EV drove 445 miles on a charge, besting Tesla",25 Aug 2021,The Tesla Model S has an EPA-estimated range of 405 miles. Lucid claims the Air can go up to 517 miles on a full battery.
Tesla ordered to pay nearly $137M to Black former worker who claimed racial abuse,05 Oct 2021,Tesla Inc. must pay nearly $137 million to a Black former worker who said he suffered racial abuse at the electric carmaker's San Francisco Bay Area...
Tesla must pay $137 million in discrimination lawsuit,05 Oct 2021,Tesla has been ordered to pay $137 million in damages to a former Black worker who accused the company of ignoring discrimination and racial abuse.
Tesla told to pay $137M to ex-worker who said he faced racist abuse,05 Oct 2021,"Owen Diaz, who contracted at Tesla's Fremont, California, factory as an elevator operator, said colleagues told him to ""go back to Africa,"" per CNBC."
"Tesla's Spending on R&D and Marketing, Compared to Other Automakers",11 Oct 2021,"How much does Tesla spend on a per car basis on innovation and marketing, compared to more traditional automakers?"
Tesla Auto Insurance Expanding into Texas This Week,11 Oct 2021,"Redpoint will underwrite Tesla's Texas insurance program, which will be distributed through the Tesla Insurance Services of Texas Inc. (Tesla), an MGA formerly..."
"Tesla took 12 years to build 100,000 cars. China's Xpeng and Nio took about half that time",11 Oct 2021,"Tesla took 12 years to build 100,000 cars. China's Xpeng and Nio took about half that time · U.S.-listed start-up Xpeng said Monday it has produced 100,000 cars..."
"Tesla (TSLA) breaks record in China, resulting in massive delivery expectation beat",12 Oct 2021,"When Tesla announced that it delivered a new record of 241,300 electric cars last quarter, 20,000 more than analysts were expecting, it was clear that great..."
Tesla invites more drivers to ‘Full Self-Driving Beta’ program — read the email here,12 Oct 2021,"To get access to the FSD Beta program, drivers must own Tesla vehicles with newer hardware, and must purchase or subscribe to the premium FSD package, which..."
Watch A Professional Car Detailer Explain How Teslas Are Poorly Built,12 Oct 2021,"From inconsistent build quality to skimping on the paint job, the video points out various instances that call the quality assurance of Tesla into question."
Why do people have such an unreasonable hatred towards Teslas on the road?,15 Oct 2021,"When you key a car, you're not righting a wrong, you're acting out your own self-loathing. You're taking your own flaws and insecurities out on an inanimate..."
Tesla No Longer Shows Prices for the Cybertruck on Its Website,15 Oct 2021,"Tesla No Longer Shows Prices for the Cybertruck on Its Website ... Tesla recently increased the prices for the Model 3 and Model Y in the U.S. by up to $2,000."
First drive: Tesla's new Model Y crossover can see off its challengers,15 Oct 2021,"Coming in at €70000, it is at the top end of the price range for these mid-sized crossovers."
Volkswagen CEO demands 'revolution' to tackle Tesla,04 Nov 2021,"Volkswagen CEO Herbert Diess told employees at the German carmaker on Thursday to prepare for the ""revolution"" needed to take on electric car pioneer Tesla..."
Tesla's Breakneck Rally Opens Biggest-Ever Chasm With Analysts,04 Nov 2021,The breathless rally in Tesla Inc. has now created the stock's biggest-ever spread over Wall Street analysts' average price target for the shares.
"Hertz Will Have to Wait for Teslas, Just Like Other Buyers - WSJ",04 Nov 2021,"Hertz on Oct. 25 said it had placed “an initial order of 100,000 Teslas by the end of 2022.” The press release included no statement from Tesla and Tesla Chief..."
Tesla (TSLA) Stumps US Regulators With Over-the-Air Software Updates,05 Nov 2021,"In September, Tesla beamed an over-the-air software update to its vehicles aimed at improving how its driver-assistance system Autopilot identifies stopped..."
Apple hires former Tesla engineer to boost self-driving car effort- Bloomberg News,05 Nov 2021,"Apple Inc has hired a former engineer from Tesla Inc to boost its car-development efforts, Bloomberg News reported on Friday, citing people with knowledge..."
"Tesla Stock Is Overvalued by $1 Trillion, Analyst Says. We Looked at the Math.",05 Nov 2021,"Tesla Stock Is Overvalued by $1 Trillion, Analyst Says. We Looked at the Math. ... Tesla 's market capitalization recently moved well past $1 trillion, but the..."
Tesla's bumper delivery numbers charge up shares,03 Jan 2022,"Tesla Inc's shares started the year with stellar gains after the electric carmaker reported record deliveries for the fourth quarter, allaying fears of..."
Mercedes Taps Formula 1 Team for Prototype in Race With Tesla,03 Jan 2022,"Engineers also used a new one-part casting method to form a major aluminum component as the rear of the car, reminiscent of Elon Musk's much-touted Giga press."
Tesla Adds $144 Billion to Market Value After Record Deliveries,03 Jan 2022,The $144 billion in market value that Tesla added on Monday is the equivalent of an entire Honeywell International Inc. or Starbucks Corp. It's also more than...
Panasonic To Make Tesla Battery Cells With Recycled Material From JB Straubel's Redwood,04 Jan 2022,"Redwood Materials, which already collects and recycles scrap and used battery components from Panasonic, is to begin supplying it with copper foil this year for..."
"Can Tesla (TSLA) Be Stopped? Toyota, VW Pour Billions Into Electric Cars 2022",04 Jan 2022,"Volkswagen and Toyota are coming for Tesla, laying out $170 billion worth of investments to stay on top."
Explainer: How Tesla weathered global supply chain issues that knocked rivals,04 Jan 2022,Tesla Inc's ability to design components in-house gave the automaker agility in making tweaks to parts and coping with supply chain issues that hit other...
Electric cars hit 65% of Norway sales as Tesla grabs overall pole,05 Jan 2022,"Electric cars made up nearly two thirds of Norway's new sales in 2021, with Tesla the top selling automobile brand overall, as the country pursues its goal..."
U.S. automakers line up EV models to take on Tesla,05 Jan 2022,"1 U.S. automaker by Toyota Motor Corp (7203.T) , opens new tab, is aiming to introduce 30 new EVs globally by 2025."
Nikola drops $2 bln patent lawsuit against Tesla over truck design,05 Jan 2022,"Electric-vehicle maker Nikola Corp is dropping its patent lawsuit against Tesla Inc over the design of Tesla's Semi trucks, according to a filing late..."
This Tesla Model Y Dummy Crash Shows Exactly Why LIDAR Matters,07 Jan 2022,A LIDAR-equipped Lexus outsmarts a Tesla Model Y in avoiding a child-sized dummy during this CES 2022 demo.
This 932000-Mile Tesla Model S Is Still Hanging In There,07 Jan 2022,"This Thursday, German taxi driver Hansjörg von Gemmingen-Hornberg posted a photo of his Model S's odometer, which read 1.5 million kilometers (or 932,056 miles)..."
"New controversy in making? Tesla wants only cameras, AI to go fully autonomous",07 Jan 2022,Tesla chief Elon Musk has shared that the EV company will make a system based on cameras and artificial intelligence to attain full autonomy in driving.
Tesla Tackled Mass Production for Cars as if They Were Software and That's Biting It Back,19 Jan 2022,Tesla Tackled Mass Production for Cars as if They Were Software and That's Biting It Back ... Philippe Chain was the VP for quality at Tesla when the Model S was...
Tesla Factory In Fremont Shows Signs Of Strong Start In 2022,19 Jan 2022,"A new drone flyover of the Tesla Factory in Fremont, California indicates that Tesla's electric car production is booming not only in China."
Next-Gen Tesla Model S Goes All-In on Performance in Optimistic Rendering,19 Jan 2022,"The next Model S could set its sights on the Lucid Air and aim to become more refined, or it could stick to the Plaid recipe and stamp on the throttle..."
Recall wrap: Tesla Model 3 and Model S recalled - carsales.com.au,21 Jan 2022,"Impacting cars built from 2017-2020, Tesla says the routing of the camera cable through the trunk lid could become damaged through the repeated opening of the..."
"Made in Germany Tesla Model Y Spotted in Norway, Hides More Than a Few Surprises",21 Jan 2022,"Some of the pre-production made in Germany Tesla Model Y ended up in Norway for testing, and people noticed those cars are different from those made in..."
See Refreshed Tesla Model X With CCS2 Port Spotted In Norway,21 Jan 2022,Both the refreshed Model S and Model X will be natively compatible with the CCS2 charging standard in Europe. ... A brand new refreshed Tesla Model X was recently...
Panasonic to invest $700 million to produce Tesla EV battery -Nikkei,24 Jan 2022,"Japan's Panasonic will begin producing its new lithium-ion battery for Tesla from as early as 2023, with plans to invest about 80 billion yen ($705 million)..."
"Tesla countersues JPMorgan, claims bank sought 'windfall' after Musk tweet",24 Jan 2022,"Tesla Inc on Monday fought back against JPMorgan Chase & Co over a disputed bond contract, countersuing the bank for seeking a ""windfall"" following Elon..."
Panasonic to start producing new Tesla batteries in 2023,24 Jan 2022,Panasonic to start producing new Tesla batteries in 2023 ... OSAKA -- Panasonic will start mass production of new lithium-ion batteries that increase the range of...
Tesla Model Y Seen as 2022 EV Best-Seller; Electric Car Sales May Hit 10 Million,25 Jan 2022,Tesla's Model Y Seen Climbing Sales Ranks as EVs Head for 10 Million Mark · Over 10 million plug-in vehicle sales · Tesla's Model Y becomes one of the best-...
"Cybertrucks, new factories in focus as Tesla set to report record earnings",25 Jan 2022,"Tesla Inc is expected to post record revenue on Wednesday, but analysts and investors are focusing on how fast Tesla can scale up production at two new..."
Intel’s MobilEye Levels Up To Take On Tesla And Others In Self-Driving,25 Jan 2022,"They are camera-centric, but believe LIDAR and radar provide important, though secondary functions. More than that, MobilEye is actually building its own custom..."
Tesla warns of supply chain constraints as it reports record profit,26 Jan 2022,"But on Wednesday, Tesla said in an earnings announcement that its factories “have been running below capacity for several quarters as [the] supply chain became..."
"Tesla forecasts 2022 growth above 50%, despite supply chain challenges",26 Jan 2022,"O) , opens new tab on Wednesday forecast vehicle deliveries would comfortably grow by more than 50% year-over-year in 2022 despite persistent supply chain..."
Tesla's Musk sees Cybertruck production delayed to 2023,26 Jan 2022,"Tesla Inc has delayed production of its much-awaited Cybertruck, aiming to start in 2023, chief executive Elon Musk said on Wednesday, at a time when rivals..."
"The Average Cost To Produce A Tesla Is Just $36,000",28 Jan 2022,"The Average Cost To Produce A Tesla Is Just $36,000 · In the last widely reported quarter of 2021, Tesla achieved the highest operating margin across all volume..."
UK Tesla Model S recalled over bonnet latch safety,28 Jan 2022,"Faulty bonnet latch could cause Tesla Model S 'frunk' to fly open, and at least one UK customer has had a close call."
GM's electric pickups are set up to outsell the Tesla Cybertruck by a lot,28 Jan 2022,"Elon Musk projects Tesla will be building 250000 Cybertrucks annually in a couple of years, which is much less than the 600000 electric pickup capacity..."
Tesla delivers record number of cars despite challenges,04 Apr 2022,The electric carmaker delivered more than 310000 vehicles in the first three months of this year.
"Used car prices: Tesla, Porsche go for bargains in Hong Kong as expats leave",04 Apr 2022,"A used Tesla Model X was worth on average HK$553,000 in February, down 15 per cent from five months prior, according to Hong Kong Motor City sales data."
[VIDEO] Singaporean 'Drives' To Penang Using Tesla's Autopilot Feature,04 Apr 2022,"""Crossed the custom within 45 minutes at midnight,"" said @sgpikarchu, adding, ""Drove past KL, continuing up north! Go, Tesla."" The Tesla owner flashes their..."
"Tesla Model 3 - Australia's bestselling passenger car in March; two-thirds of all EVs sold, outsells Corolla! - paultan.org",05 Apr 2022,"In terms of overall sales for the month, the Model 3 sits in fifth place, behind the undisputed bestseller Toyota Hilux (6,324 units), Toyota RAV4 (4,610 units)..."
Taiwan's 'baby Tesla' of scooters heads to Wall Street,05 Apr 2022,"Gogoro, a Taiwanese electric scooter startup that's backed by Al Gore and one of Apple's biggest suppliers, is about to have its day on Wall Street."
"Can Tesla's Model Y Take a 1,000 Mile Road Trip? Absolutely.",05 Apr 2022,The Model Y road trip covered the most distance of our EV adventures by far. We felt a little range anxiety early in the trip. Our first charging stop—selected...
Tesla recalls 127785 Model 3 vehicles in China due to risk of losing power while driving,07 Apr 2022,"Tesla recalls 127,785 Model 3 vehicles in China due to risk of losing power while driving ... The potential failure can cause the vehicle to fail to start if it..."
Tesla CEO Elon Musk hosts 'Cyber Rodeo' party to open Austin factory,07 Apr 2022,"Tesla CEO Elon Musk hosts 'Cyber Rodeo' party to open Austin factory ... CEO of Tesla Motors Elon Musk speaks at the Tesla Giga Texas manufacturing ""Cyber Rodeo."
From trolling Tesla to 'WTF mode': Here's why GM insiders say the Hummer EV marks a change for the automaker,07 Apr 2022,From trolling Tesla to 'WTF mode': Here's why GM insiders say the Hummer EV marks a change for the automaker · GM ramps up production of all-electric GMC Hummer...
Tesla Model Y with larger battery is coming and cheaper than you expect,13 Apr 2022,The car runs on the company's higher-capacity 4680 battery cells and sports a number of other features not present on other versions. That includes a new...
"Judge finds Tesla liable to Black former worker who alleged bias, but slashes payout",13 Apr 2022,U.S. District Judge William Orrick in San Francisco ruled after jurors last October found that Tesla subjected Owen Diaz to a hostile environment at Tesla's...
Fake Tesla Release Sends Lithium Miner's Stock on a Wild Ride,13 Apr 2022,Fake Tesla Release Sends Lithium Miner's Stock on a Wild Ride ... This article is for subscribers only. Shares of Lithium Corp. whipsawed on Wednesday after an...
Tesla's Musk raised billions ahead of Twitter bid,14 Apr 2022,"Elon Musk wants to buy Twitter Inc for $43 billion in cash, and the $16.4 billion he netted from sales of Tesla Inc shares last year could help."
China's Covid Lockdown in Shanghai Hits Up to 40000 Tesla Electric Cars,14 Apr 2022,"Tesla Staring Down 40,000 Lost EVs Due to Shanghai Lockdown."
Tesla (TSLA) Stock Price Slips on Elon Musk’s Twitter Buyout Offer,14 Apr 2022,Tesla Inc. shares slipped as investors absorbed the prospect of a new distraction for Chief Executive Officer Elon Musk.
Tesla may be driving itself out of the running,06 Jul 2022,"As with many speculative stock bubbles, this genuine technological innovation led to a growth in companies profiting from this innovation and rising stock..."
BYD Takes Tesla’s EV Sales Crown — If You Count Hybrids,06 Jul 2022,BYD Takes Tesla's EV Sales Crown — If You Count Hybrids - The Shenzhen-based automaker sold 323519 pure electric and 314638 hybrid passenger cars worldwide...
Samsung wins multi-billion-dollar camera module deal from Tesla,06 Jul 2022,"Samsung Electro-Mechanics Co., the electronic components unit of Samsung Group, has won a multi-billion-dollar deal to supply camera modules to Tesla Inc."
‘Chinese Tesla’ To Drive Lifestyle-Based Nio House Across Europe,07 Jul 2022,"Nio - aka the 'Chinese Tesla' - has opened a bold retail showroom like no other, aiming to spearhead growth in Europe and the U.S. And if the auto maker has..."
"BYD, Tesla top winners under China's 'dual credit' policy",07 Jul 2022,"BYD and Tesla have earned 1.66 million credits and 1.4 million credits in 2021, valued at about RMB 3.46 billion and RMB 2.93 billion, respectively."
Samsung Electro-Mechanics says in talks with Tesla to possibly supply camera modules,07 Jul 2022,"Samsung Electro-Mechanics said on Friday that it is in talks with Tesla Inc to possibly supply camera modules, but that it cannot reveal the deal size or..."
Tesla China Shipments Soar to Record as Plant Fires Back Up,08 Jul 2022,"Tesla Inc.'s shipments from its Shanghai car plant surged to a record last month, a dramatic recovery from lockdown measures that stunted output for weeks."
"Musk admitted that Tesla made a mistake in removing speed limiter before crash that killed teenager, father tells court",08 Jul 2022,"After confirming that James Riley, through his company, was the registered owner of the car, Musk said Tesla technicians shouldn't have removed the speed..."
Elon Musk plans to 'significantly' increase childcare benefits at his firms,08 Jul 2022,"Billionaire entrepreneur Elon Musk said on Friday he planned to ""significantly"" increase childcare benefits at his companies, including Tesla Inc , and that..."
VW And Audi To Recycle EV Batteries Through Tesla Cofounder's Company,12 Jul 2022,The deal will see more than 1000 VW and Audi dealerships in the U.S. sending batteries to JB Straubel's Redwood Materials for recycling.
"Tesla to lay off 229 employees, shuts San Mateo office",12 Jul 2022,"Electric-car maker Tesla Inc is laying off 229 employees at its office in San Mateo, California, and is permanently shutting the office, a filing showed on..."
"Tesla laying off 229 Autopilot workers, shuttering San Mateo office, filing confirms",12 Jul 2022,"Tesla is laying off 229 data annotation employees who are part of the company's larger Autopilot team and is shuttering the San Mateo, California office."
Hyundai casts new Ioniq 6 sedan as a Tesla Model 3 rival,13 Jul 2022,"Hyundai casts new Ioniq 6 sedan as a Tesla Model 3 rival ... Hyundai unveiled its new Ioniq 6, a sedan that it says will deliver range on par with the Tesla Model..."
Tesla's high-profile Autopilot executive departs,13 Jul 2022,"Andrej Karpathy, a high-profile Tesla executive who played a key role in developing the electric car maker's artificial intelligence and driver assistant..."
Tesla's Long-Time Partner Panasonic Building $4 Billion EV Battery Plant In Kansas,13 Jul 2022,Tesla's Long-Time Partner Panasonic Building $4 Billion EV Battery Plant In Kansas ... I write about advanced transportation and climate-oriented technology.
Tesla Must Reimburse German Owner After Court Rules Autopilot Could Pose “Massive Danger”,15 Jul 2022,"by Sebastien Bell. A court in Munich, Germany has ruled that Tesla must reimburse the owner of a Model X because of problems with the Autopilot system. The..."
Tesla Gigafactory on track to get Nevada approval for increased emissions,15 Jul 2022,"Nevada environmental agency set to approve class change for Tesla's facility, allowing the Gigafactory to increase annual emissions for pollutants."
Here's Why Elon Musk Says Tesla Will Never Build A Smartphone,15 Jul 2022,"Rumors have circulated about Tesla creating a smartphone. But it's likely all hearsay, as Elon Musk explains that a Tesla phone will never happen."
Tesla's Model Y is the hottest used car in the U.S. right now,19 Jul 2022,Tesla's Model Y is the hottest used car in the U.S. right now · Sign In to Follow. Please sign in to finish creating your follow alert.
Tesla is still looking to make a new smart HVAC system for homes,19 Jul 2022,"When talking about Tesla making its own HVAC, Musk previously mentioned making it super efficient to save energy, adding a HEPA filter to clean the air, and..."
"Tesla Shifts on Gaming, Incorporating Steam into Vehicles",19 Jul 2022,Tesla is working on incorporating the Steam gaming platform into its vehicles. CEO Elon Musk said a demo could come in August.
Tesla haters may have a new hero in the DMV,16 Aug 2022,"Tesla haters may have a new hero in the DMV · It says the names “full self-driving” and “Autopilot” suggest the vehicles are autonomous, when they aren't."
