Headlines,Dates,Descriptions
Tesla Just Added A Glass Roof Option For Its Model S,4 Nov 2016,Tesla Just Added A Glass Roof Option For Its Model S ... Electric car maker Tesla just added a new option for its Model S sedan: a glass roof.
"Tesla Powerpack 2 commercial battery: FACTS, FEATURES",11 Nov 2016,"The battery can store 13.5 kWh of energy and provide 5 kWh of continuous power, but will improve to 7 kWh at peak. This means that the Powerwall 2.0 has twice..."
TGTV s23: Rory Reid in the Tesla Model X,3 Nov 2016,"In the first of a set of films from series 23, Rory tests out the Tesla in NYC."
Tesla solar roof event will show if Musk can disrupt solar,28 Oct 2016,Tesla has a lot riding on its big solar and energy-product unveilings ... There's no denying that Tesla has one of the most loyal brand followings out there.
Tesla added an all-glass roof to the Model S,4 Nov 2016,"Elon Musk has apparently been thinking about roofs a lot lately. SolarCity might want to make the most out of the roof on your house, but Tesla wants to..."
2017 Is the Make-or-Break Year for Tesla’s Gigafactory,30 Dec 2016,"The Gigafactory, Tesla CEO Elon Musk proclaimed, would be the world's biggest building by footprint, spanning 107 American football fields, and it would produce..."
Tesla’s Powerwall 2 packs over twice the energy storage,28 Oct 2016,"Tesla's new Powerwall 2 is part of Tesla Energy, the company's new comprehensive approach to green, all-electric power delivery. The updated home energy."
Watch a Tesla Drive Itself through Crowded Urban Streets,20 Nov 2016,"Watch a Tesla Drive Itself through Crowded Urban Streets ... If you care about technology, the future, and human progress, get ready to maybe cry a little bit. On..."
Tesla Increases U.K. Prices On Custom Models,22 Dec 2016,(Bloomberg) -- One of the world's most devoted gearhead clubs is about to get a little pricier in the U.K. as a result of the country's vote to leave the...
Tesla puts brakes on autonomous cars with internal speed limit,23 Dec 2016,"Tesla is stepping off the gas pedal on its Autopilot feature, with a software update limiting vehicle speeds to the speed limit."
Running the Numbers for Tesla’s Solar Roof: How Much Will It Cost You?,8 Nov 2016,"Tesla said the cost of its new system amounts to the cost of an ordinary roof plus the cost of electricity. If one were to re-roof a typical 2,000-square-foot..."
Tesla's Dinner Party | American Experience | Official Site,18 Oct 2016,"Join Robert Underwood Johnson, John Muir, Mark Twain, Stanford White, and Nikola Tesla for an imagined dinner party."
Here's What Tesla's Autopilot Sees When It Drives,21 Nov 2016,"Here's What Tesla's Autopilot Sees When It Drives. Four-wheeled cyborg vision. ... Tesla, Elon Musk's electric car company, is moving ahead full steam with one of..."
Tesla says it hopes to work with Panasonic on solar energy,17 Oct 2016,U.S. electric car maker Tesla says it plans to start working with Japanese electronics company Panasonic Corp. on solar energy.
Germany tells Tesla to stop using 'Autopilot' in its sales pitch,17 Oct 2016,"German authorities told Tesla to stop using the term “Autopilot” for its driver assistance system, saying it is misleading."
Thinking Outside the Box: The Making of the Tesla Truck,20 Oct 2016,"To really sell the idea of a yet nonexistent pickup we turned to the graphical expertise of Kris Horton. Without the talent of a skilled artist, this project..."
Here's What The Tesla App Can Do To Your Model S,24 Nov 2016,"Apart from the over-the-air updates Tesla sends to its cars, customers also get a mobile application that allows them to control several functions of the..."
Tesla confirms that it limits the power of performance vehicles after too many launches with 'launch mode' [Updated],23 Dec 2016,"Tesla confirms that it limits the power of performance vehicles after too many launches with 'launch mode' [Updated] ... Launch control, an electronic aid to..."
"Elon Musk's SolarCity reveals American Samoa solar project, as merger with Tesla approved",23 Nov 2016,"Tesla's new sister company has turned a remote Pacific island almost entirely solar-powered, Elon Musk's SolarCity said in a blog post on Tuesday."
"With Model 3 orders looming, Tesla seeks approval to double size of Fremont factory",10 Oct 2016,"Tesla Motors Inc. took a major step toward its ambitious goal of one day building 1 million cars a year by seeking to double the size of its Fremont,..."
"Tesla’s driverless advantage over Google, Uber, Ford: 1.3 billion miles of data",25 Dec 2016,"Business |. Tesla's driverless advantage over Google, Uber, Ford: 1.3 billion miles of data."
No more free lunch: Tesla kills free supercharger program for vehicles ordered in 2017,10 Nov 2016,"For Teslas ordered after January 1, 2017, 400 kWh of free Supercharging credits (roughly 1,000 miles) will be included annually so that all owners can continue..."
Tesla's Autopilot And Me: A Car Guy's First 21 Days Sharing The Wheel,26 Oct 2016,"Changing Lanes. You can get the Autopilot to change lanes on the highway when you activate the turn signal. Sensing that the coast is clear, the Autopilot slots..."
Tesla tops 2016 Consumer Reports’ customer satisfaction survey,22 Dec 2016,"Tesla has claimed the top spot in Consumer Reports' annual owner satisfaction survey, which polls subscribers about their cars and their feelings toward."
Tech Inspired By Nikola Tesla Charges Drones In Mid-Air,21 Oct 2016,"Removing the battery from an off-the-shelf drone, the researchers attached a copper ring to the drone's electronics. Then, a transmitter on the ground connected..."
Elon Musk challenges regulators to catch up to Tesla's driverless car technology,20 Oct 2016,The newly equipped vehicles will be nearly indistinguishable from existing models and won't look anything like the experimental driverless cars whose rooftops...
NextEV aims to leverage Formula E racing tech to take on Tesla,6 Dec 2016,Formula E has aimed to be an R&D resource for automakers. Chinese startup NextEV will be one of the first to benefit if it can turn its track-winning...
This Fatal Tesla Crash Resulted In A Massive Fire,4 Nov 2016,"Two people were killed after a Tesla Model S hit a tree in Indianapolis, causing a huge fire."
Tesla to build Gigafactory 2 in Europe,8 Nov 2016,"Musk said Tuesday that it's important to establish a combined vehicle and Gigafactory in Europe, where both batteries and vehicles can be produced on site."
Auto dealers chief warns of Tesla direct sales model,6 Oct 2016,"Tesla filed a lawsuit last month in federal court against state officials, escalating its multiyear battle to sell vehicles directly to consumers in Michigan."
"2016 Tesla Model S 60 review: 2016 Tesla Model S, now with fewer miles for less money",7 Nov 2016,"If you have the personal infrastructure to support charging the Model S at home, the 60 kWh battery is a good option for those who want electric power and..."
I tested out a Tesla Model S for a week and it was a little bit frightening,25 Oct 2016,Sign up to our free IndyTech newsletter ... Last week Tesla announced all its new cars would come with full driverless capability. So I felt slightly paranoid...
Tesla SolarCity solar roof unveiling livestream information,25 Oct 2016,Tesla sent out the invitations to show its solar roof product on Tuesday morning. The event will occur at Universal Studios in Los Angeles on Friday at 7 p.m....
Tesla battery data shows path to over 500000 miles on a single pack,1 Nov 2016,"The data clearly shows that for the first 50,000 miles (100,000 km), most Tesla battery packs will lose about 5% of their capacity, but after the 50,000-mile..."
Tesla Just Added A Glass Roof Option For Its Model S,4 Nov 2016,Tesla Just Added A Glass Roof Option For Its Model S ... Electric car maker Tesla just added a new option for its Model S sedan: a glass roof.
"Tesla Powerpack 2 commercial battery: FACTS, FEATURES",11 Nov 2016,"The battery can store 13.5 kWh of energy and provide 5 kWh of continuous power, but will improve to 7 kWh at peak. This means that the Powerwall 2.0 has twice..."
TGTV s23: Rory Reid in the Tesla Model X,3 Nov 2016,"In the first of a set of films from series 23, Rory tests out the Tesla in NYC."
Tesla Supercharger - No More Free Electric Car Charging at Tesla Stations,7 Nov 2016,"No More Unlimited Free Charging for New Tesla Customers. If you order a new Tesla starting in 2017, you'll have to pay to use the nationwide Supercharger..."
Vandalized Tesla dubbed 'most San Francisco crime ever',28 Oct 2016,"But after Tesla's stock price increased after hours on Wednesday, a San-Franscisco vandal felt the car would look even better with some celebratory spray paint."
"Column: If Tesla was the real visionary, why does Edison get all the glory?",20 Dec 2016,"Column: If Tesla was the real visionary, why does Edison get all the glory? · He's our Leonardo, the Shakespeare of invention. · To call Tesla just an inventor,..."
Thoughts on Tesla Autopilot under 8.0 vs. 7.0,10 Oct 2016,Autopilot continues to improve and the company's latest 8.0 is no different. It's smooth and makes long distance driving a heck of a lot more enjoyable. Again...
"Watch out Tesla, it's the Fisker EMotion",1 Nov 2016,"Watch out Tesla, it's the Fisker EMotion ... Remember the Fisker Karma? It was a slinky electric-powered luxury saloon, sold before the Tesla Model S came along."
Two Years of Blissful Tesla Model S Ownership,15 Dec 2016,"It happened in the blink of an eye. December 4th, 2016 came and went unceremoniously. Perhaps it's the holiday shuffle or the dreary, cold days that took..."
Tesla received only a fraction of the subsidies the Big Three and oil industry have received,25 Nov 2016,"It would also be important to note that among those 8 subsidies totaling $2.4 billion, about $1 billion worth accounts for tax breaks over a 20-year period that..."
